pair,text1,text2,cosine_similarity
"('phrase1', 'phrase2')",辛い現実,厳しい状況,0.7733043432235718
"('phrase1', 'phrase2')",服を着る,着替える,0.77344810962677
"('phrase1', 'phrase2')",明るい性格,陽気な人柄,0.7743536233901978
"('phrase1', 'phrase2')",便利な機能,役立つ特徴,0.7746455669403076
"('phrase1', 'phrase2')",甘い考え,安易な思考,0.7746613025665283
"('phrase1', 'phrase2')",シャンプーする,頭を洗う,0.7753586173057556
"('phrase1', 'phrase2')",散歩する,ウォーキングする,0.7756999731063843
"('phrase1', 'phrase2')",古い建物,歴史ある構造物,0.7781105041503906
"('phrase1', 'phrase2')",親切な対応,丁寧な扱い,0.7790197134017944
"('phrase1', 'phrase2')",資料を作る,ドキュメントを作成する,0.7807335257530212
"('phrase1', 'phrase2')",正しい答え,的確な回答,0.7812202572822571
"('phrase1', 'phrase2')",夕食を作る,晩ごはんを用意する,0.7833704948425293
"('phrase1', 'phrase2')",良い天気,晴れている,0.7843726277351379
"('phrase1', 'phrase2')",強い意見,確固たる主張,0.7865935564041138
"('phrase1', 'phrase2')",高い理想,崇高な目標,0.790049135684967
"('phrase1', 'phrase2')",重要な案件,大切な事項,0.7903302311897278
"('phrase1', 'phrase2')",エアコンをつける,空調を入れる,0.7933864593505859
"('phrase1', 'phrase2')",着替える,服を変える,0.7966263294219971
"('phrase1', 'phrase2')",会議に参加する,ミーティングに出る,0.7981668710708618
"('phrase1', 'phrase2')",重い責任,大きな義務,0.7984164953231812
"('phrase1', 'phrase2')",床を拭く,フロアを掃除する,0.7986878156661987
"('phrase1', 'phrase2')",弱い主張,消極的な意見,0.7995940446853638
"('phrase1', 'phrase2')",深い考え,奥の深い思索,0.8033691048622131
"('phrase1', 'phrase2')",楽しむ,エンジョイする,0.8035101890563965
"('phrase1', 'phrase2')",悪い状況,芳しくない様子,0.8038086295127869
"('phrase1', 'phrase2')",使い切る,消費する,0.8063215017318726
"('phrase1', 'phrase2')",使う,利用する,0.80681312084198
"('phrase1', 'phrase2')",不便な設備,使いづらい施設,0.8095138669013977
"('phrase1', 'phrase2')",考える,思案する,0.8102319836616516
"('phrase1', 'phrase2')",昼食を取る,ランチを食べる,0.8103066682815552
"('phrase1', 'phrase2')",部屋を整理する,片づける,0.8103630542755127
"('phrase1', 'phrase2')",汚い言葉,下品な発言,0.8124029636383057
"('phrase1', 'phrase2')",強い意志,固い決意,0.8124682307243347
"('phrase1', 'phrase2')",難しい概念,複雑な考え方,0.8131463527679443
"('phrase1', 'phrase2')",大きな家,広い住居,0.8149778246879578
"('phrase1', 'phrase2')",スマホを見る,携帯を確認する,0.8156039714813232
"('phrase1', 'phrase2')",遅い歩き方,ゆっくりとした足取り,0.815649151802063
"('phrase1', 'phrase2')",笑う,微笑む,0.816308856010437
"('phrase1', 'phrase2')",弱い立場,か弱い状況,0.8167693614959717
"('phrase1', 'phrase2')",深呼吸する,呼吸を整える,0.8170262575149536
"('phrase1', 'phrase2')",布団を敷く,寝具を準備する,0.8176101446151733
"('phrase1', 'phrase2')",通勤する,出勤する,0.8178231716156006
"('phrase1', 'phrase2')",速い動き,スピーディーな行動,0.8181060552597046
"('phrase1', 'phrase2')",運動する,体を動かす,0.81891930103302
"('phrase1', 'phrase2')",熱い思い,情熱的な気持ち,0.8189712166786194
"('phrase1', 'phrase2')",心配する,不安になる,0.8189911842346191
"('phrase1', 'phrase2')",水を飲む,水分を摂る,0.8190674781799316
"('phrase1', 'phrase2')",体調が悪い,具合が良くない,0.8196707963943481
"('phrase1', 'phrase2')",メモを取る,ノートする,0.8199483752250671
"('phrase1', 'phrase2')",優れた能力,高い実力,0.820219874382019
"('phrase1', 'phrase2')",豊かな人生,充実した生活,0.8215376734733582
"('phrase1', 'phrase2')",汚い環境,不潔な状態,0.8219087719917297
"('phrase1', 'phrase2')",捨てる,処分する,0.8230186700820923
"('phrase1', 'phrase2')",正しい方法,適切な手段,0.8258523344993591
"('phrase1', 'phrase2')",静かな環境,穏やかな場所,0.8260231614112854
"('phrase1', 'phrase2')",体温を測る,熱を計る,0.8273886442184448
"('phrase1', 'phrase2')",動画を見る,映像を観る,0.8282358050346375
"('phrase1', 'phrase2')",勉強が大変,学習が困難,0.8289129734039307
"('phrase1', 'phrase2')",薄い関係,希薄なつながり,0.8294474482536316
"('phrase1', 'phrase2')",賑やかな場所,活気がある,0.8298054337501526
"('phrase1', 'phrase2')",病院に行く,通院する,0.8314194679260254
"('phrase1', 'phrase2')",音楽を聴く,音を楽しむ,0.8324112892150879
"('phrase1', 'phrase2')",短い期間,わずかな時間,0.8341472148895264
"('phrase1', 'phrase2')",退屈な番組,つまらない放送,0.8383451700210571
"('phrase1', 'phrase2')",テレビを見る,番組を観る,0.8391200304031372
"('phrase1', 'phrase2')",見つける,発見する,0.841984748840332
"('phrase1', 'phrase2')",予定を立てる,スケジュールを組む,0.8420491218566895
"('phrase1', 'phrase2')",便利な道具,役立つ器具,0.8461973071098328
"('phrase1', 'phrase2')",洗濯物を干す,衣類を乾燥させる,0.8463234305381775
"('phrase1', 'phrase2')",難しい工程,複雑な手順,0.8471567630767822
"('phrase1', 'phrase2')",若い世代,新しい年齢層,0.847724974155426
"('phrase1', 'phrase2')",ゴミを出す,廃棄物を処分する,0.8480551242828369
"('phrase1', 'phrase2')",間違った選択,誤った判断,0.8481887578964233
"('phrase1', 'phrase2')",仕事をする,働く,0.8485733270645142
"('phrase1', 'phrase2')",古い考え方,伝統的な思考,0.8486396074295044
"('phrase1', 'phrase2')",のどが渇いた,喉が乾いた,0.8495584726333618
"('phrase1', 'phrase2')",優しい性格,思いやりがある,0.85003662109375
"('phrase1', 'phrase2')",お腹が空いた,空腹,0.8507474660873413
"('phrase1', 'phrase2')",料理を作る,調理する,0.8523936867713928
"('phrase1', 'phrase2')",休憩する,一休みする,0.8526656627655029
"('phrase1', 'phrase2')",難しい問題,複雑な課題,0.8571750521659851
"('phrase1', 'phrase2')",早い判断,素早い決定,0.8591839075088501
"('phrase1', 'phrase2')",おしゃれな服,スタイリッシュな装い,0.8598092794418335
"('phrase1', 'phrase2')",薬を飲む,服薬する,0.8621202707290649
"('phrase1', 'phrase2')",美しい景色,絶景,0.8623310327529907
"('phrase1', 'phrase2')",泣く,涙を流す,0.8623726963996887
"('phrase1', 'phrase2')",食事する,食べる,0.8654793500900269
"('phrase1', 'phrase2')",洗濯する,衣類を洗う,0.8658931851387024
"('phrase1', 'phrase2')",時間を確認する,時刻を見る,0.8661099672317505
"('phrase1', 'phrase2')",忘れる,失念する,0.8672360181808472
"('phrase1', 'phrase2')",窓を拭く,ガラスを掃除する,0.8680599331855774
"('phrase1', 'phrase2')",明るい未来,希望に満ちた将来,0.8681118488311768
"('phrase1', 'phrase2')",悪い臭い,不快な匂い,0.8691028356552124
"('phrase1', 'phrase2')",優れた技術,高度な技能,0.8695178031921387
"('phrase1', 'phrase2')",熱い議論,白熱した討論,0.8736095428466797
"('phrase1', 'phrase2')",メガネを拭く,眼鏡を掃除する,0.8797365427017212
"('phrase1', 'phrase2')",本を読む,読書する,0.8798901438713074
"('phrase1', 'phrase2')",良い結果,素晴らしい成果,0.8803258538246155
"('phrase1', 'phrase2')",眠たい,眠気がある,0.8808809518814087
"('phrase1', 'phrase2')",汗を拭く,タオルで拭く,0.8809110522270203
"('phrase1', 'phrase2')",髪を梳かす,髪をとかす,0.8829562664031982
"('phrase1', 'phrase2')",お皿を洗う,食器を洗浄する,0.8842823505401611
"('phrase1', 'phrase2')",簡単な説明,わかりやすい解説,0.885785698890686
"('phrase1', 'phrase2')",固い約束,確実な誓約,0.8871160745620728
"('phrase1', 'phrase2')",肌をケアする,スキンケアする,0.8892399072647095
"('phrase1', 'phrase2')",簡単な作業,容易な仕事,0.8910390734672546
"('phrase1', 'phrase2')",お風呂に入る,湯船につかる,0.8915539979934692
"('phrase1', 'phrase2')",ゴミを分別する,廃棄物を仕分ける,0.8918206691741943
"('phrase1', 'phrase2')",良い香り,芳しい匂い,0.8925774097442627
"('phrase1', 'phrase2')",間違った解釈,誤った理解,0.8929582834243774
"('phrase1', 'phrase2')",親しい友人,仲の良い知人,0.8935672044754028
"('phrase1', 'phrase2')",顔を洗う,洗顔する,0.8948928117752075
"('phrase1', 'phrase2')",朝ごはん,朝食,0.8955591917037964
"('phrase1', 'phrase2')",仕事が忙しい,多忙な状態,0.9025344848632812
"('phrase1', 'phrase2')",音楽を聴く,曲を聞く,0.9041496515274048
"('phrase1', 'phrase2')",おしゃべりする,会話する,0.9091007709503174
"('phrase1', 'phrase2')",辛い経験,つらい体験,0.9112523198127747
"('phrase1', 'phrase2')",貧しい暮らし,困窮した生活,0.9130134582519531
"('phrase1', 'phrase2')",花に水をやる,植物に水をやる,0.9130814075469971
"('phrase1', 'phrase2')",ペットの世話,動物の世話,0.9130898714065552
"('phrase1', 'phrase2')",朝食を食べる,朝ごはんを摂る,0.9156057834625244
"('phrase1', 'phrase2')",寝る,就寝する,0.917163610458374
"('phrase1', 'phrase2')",低い価格,安価な値段,0.9203242063522339
"('phrase1', 'phrase2')",買い物する,ショッピングする,0.9246833920478821
"('phrase1', 'phrase2')",高価な商品,値段が高い品物,0.9266998171806335
"('phrase1', 'phrase2')",ドアを閉める,扉を閉じる,0.9267654418945312
"('phrase1', 'phrase2')",写真を撮る,撮影する,0.9284585118293762
"('phrase1', 'phrase2')",化粧する,メイクする,0.9369359016418457
"('phrase1', 'phrase2')",歯を磨く,歯磨きをする,0.9417760372161865
"('phrase1', 'phrase2')",携帯を充電する,スマホを充電する,0.9446693658828735
"('phrase1', 'phrase2')",靴を履く,シューズを履く,0.9489153027534485
"('phrase1', 'phrase2')",昼寝する,お昼寝する,0.9809751510620117
"('phrase1', 'phrase2')",メールをチェック,メールを確認,0.9817640781402588
