pair,text1,text2,cosine_similarity
"('Category1', 'Category2')",引っかいた,泳ぐ,0.339326947927475
"('Category1', 'Category2')",ぶつかった,飲む,0.34025347232818604
"('Category1', 'Category2')",驚いた,掃除する,0.34039658308029175
"('Category1', 'Category2')",蹴られた,飲む,0.3410845994949341
"('Category1', 'Category2')",打撲した,散歩する,0.34147268533706665
"('Category1', 'Category2')",泣いた,泳ぐ,0.341576486825943
"('Category1', 'Category2')",泣いた,掃除する,0.3418343663215637
"('Category1', 'Category2')",斬られた,勉強する,0.34243401885032654
"('Category1', 'Category2')",引っかいた,飲む,0.34296363592147827
"('Category1', 'Category2')",押された,泳ぐ,0.34380531311035156
"('Category1', 'Category2')",蹴られた,話す,0.3438819944858551
"('Category1', 'Category2')",驚いた,料理する,0.3451102077960968
"('Category1', 'Category2')",斬られた,泳ぐ,0.34517043828964233
"('Category1', 'Category2')",殴られた,歌う,0.34534531831741333
"('Category1', 'Category2')",刺された,跳ねる,0.3455171585083008
"('Category1', 'Category2')",落とされた,料理する,0.34578558802604675
"('Category1', 'Category2')",殴られた,料理する,0.3459762632846832
"('Category1', 'Category2')",殴られた,食べる,0.34677380323410034
"('Category1', 'Category2')",謝った,登る,0.347979336977005
"('Category1', 'Category2')",噛まれた,散歩する,0.34842991828918457
"('Category1', 'Category2')",刺された,飲む,0.34895214438438416
"('Category1', 'Category2')",寝た,降りる,0.3501666188240051
"('Category1', 'Category2')",謝った,散歩する,0.35115692019462585
"('Category1', 'Category2')",斬られた,歌う,0.35117995738983154
"('Category1', 'Category2')",斬られた,歩く,0.3522880971431732
"('Category1', 'Category2')",噛まれた,飲む,0.3526388108730316
"('Category1', 'Category2')",殴られた,飲む,0.3529098629951477
"('Category1', 'Category2')",叫んだ,泳ぐ,0.35329318046569824
"('Category1', 'Category2')",怒った,散歩する,0.35367071628570557
"('Category1', 'Category2')",ぶつかった,歌う,0.35371115803718567
"('Category1', 'Category2')",蹴られた,歌う,0.35417184233665466
"('Category1', 'Category2')",引っかいた,歌う,0.3544890880584717
"('Category1', 'Category2')",斬られた,話す,0.35476988554000854
"('Category1', 'Category2')",噛まれた,話す,0.35531044006347656
"('Category1', 'Category2')",ぶつけられた,掃除する,0.35556769371032715
"('Category1', 'Category2')",叫んだ,散歩する,0.3559522032737732
"('Category1', 'Category2')",噛まれた,勉強する,0.35763218998908997
"('Category1', 'Category2')",落とされた,泳ぐ,0.3578633964061737
"('Category1', 'Category2')",殴られた,歩く,0.3584100008010864
"('Category1', 'Category2')",寝た,食べる,0.3584110736846924
"('Category1', 'Category2')",転んだ,話す,0.3593937158584595
"('Category1', 'Category2')",突き飛ばされた,歌う,0.36031633615493774
"('Category1', 'Category2')",転んだ,食べる,0.36157873272895813
"('Category1', 'Category2')",泣いた,跳ねる,0.3628057539463043
"('Category1', 'Category2')",驚いた,登る,0.3628537654876709
"('Category1', 'Category2')",斬られた,飲む,0.36367499828338623
"('Category1', 'Category2')",打撲した,食べる,0.36455029249191284
"('Category1', 'Category2')",噛まれた,歌う,0.3647165596485138
"('Category1', 'Category2')",打撲した,掃除する,0.36484551429748535
"('Category1', 'Category2')",突き飛ばされた,食べる,0.36508357524871826
"('Category1', 'Category2')",突き飛ばされた,話す,0.365108847618103
"('Category1', 'Category2')",突き飛ばされた,休む,0.3651543855667114
"('Category1', 'Category2')",刺された,話す,0.3651573359966278
"('Category1', 'Category2')",殴られた,飛ぶ,0.3654964566230774
"('Category1', 'Category2')",打撲した,飲む,0.3657904863357544
"('Category1', 'Category2')",転んだ,歌う,0.3661240339279175
"('Category1', 'Category2')",ぶつけられた,料理する,0.36630189418792725
"('Category1', 'Category2')",転んだ,掃除する,0.3674505949020386
"('Category1', 'Category2')",驚いた,散歩する,0.367693156003952
"('Category1', 'Category2')",笑った,勉強する,0.3678116202354431
"('Category1', 'Category2')",落とされた,飲む,0.36842092871665955
"('Category1', 'Category2')",引っかいた,登る,0.36844825744628906
"('Category1', 'Category2')",蹴られた,勉強する,0.3684975504875183
"('Category1', 'Category2')",押された,料理する,0.36890220642089844
"('Category1', 'Category2')",落とされた,掃除する,0.36917996406555176
"('Category1', 'Category2')",ぶつかった,食べる,0.36998844146728516
"('Category1', 'Category2')",殴られた,降りる,0.37060755491256714
"('Category1', 'Category2')",謝った,料理する,0.37061697244644165
"('Category1', 'Category2')",刺された,降りる,0.3709830343723297
"('Category1', 'Category2')",謝った,飛ぶ,0.3710165321826935
"('Category1', 'Category2')",蹴られた,掃除する,0.37219691276550293
"('Category1', 'Category2')",噛まれた,登る,0.3722113370895386
"('Category1', 'Category2')",斬られた,降りる,0.3723219335079193
"('Category1', 'Category2')",殴られた,勉強する,0.37277090549468994
"('Category1', 'Category2')",押された,散歩する,0.37300485372543335
"('Category1', 'Category2')",泣いた,歩く,0.37365901470184326
"('Category1', 'Category2')",ぶつかった,勉強する,0.3739551901817322
"('Category1', 'Category2')",落とされた,勉強する,0.37428155541419983
"('Category1', 'Category2')",噛まれた,休む,0.3745036721229553
"('Category1', 'Category2')",転んだ,勉強する,0.3746388554573059
"('Category1', 'Category2')",叫んだ,登る,0.3751246929168701
"('Category1', 'Category2')",突き飛ばされた,飲む,0.37527409195899963
"('Category1', 'Category2')",突き飛ばされた,勉強する,0.3756297826766968
"('Category1', 'Category2')",転んだ,散歩する,0.376761257648468
"('Category1', 'Category2')",刺された,歌う,0.37695181369781494
"('Category1', 'Category2')",蹴られた,登る,0.37707358598709106
"('Category1', 'Category2')",笑った,登る,0.37718528509140015
"('Category1', 'Category2')",刺された,泳ぐ,0.37763720750808716
"('Category1', 'Category2')",蹴られた,散歩する,0.3776373863220215
"('Category1', 'Category2')",押された,飛ぶ,0.3781384527683258
"('Category1', 'Category2')",噛まれた,泳ぐ,0.3782860040664673
"('Category1', 'Category2')",怒った,料理する,0.37912416458129883
"('Category1', 'Category2')",噛まれた,飛ぶ,0.3792175352573395
"('Category1', 'Category2')",打撲した,勉強する,0.38033461570739746
"('Category1', 'Category2')",斬られた,休む,0.3803541660308838
"('Category1', 'Category2')",怒った,掃除する,0.38068318367004395
"('Category1', 'Category2')",泣いた,勉強する,0.38095635175704956
"('Category1', 'Category2')",斬られた,飛ぶ,0.38096117973327637
"('Category1', 'Category2')",転んだ,飲む,0.38117894530296326
"('Category1', 'Category2')",引っかいた,散歩する,0.3814820647239685
"('Category1', 'Category2')",怒った,登る,0.3815978169441223
"('Category1', 'Category2')",引っかいた,勉強する,0.38235488533973694
"('Category1', 'Category2')",蹴られた,食べる,0.38307899236679077
"('Category1', 'Category2')",噛まれた,歩く,0.3835465610027313
"('Category1', 'Category2')",打撲した,話す,0.3840911090373993
"('Category1', 'Category2')",寝た,勉強する,0.38594019412994385
"('Category1', 'Category2')",ぶつけられた,飲む,0.3868449330329895
"('Category1', 'Category2')",打撲した,登る,0.3873266577720642
"('Category1', 'Category2')",打撲した,歌う,0.38738274574279785
"('Category1', 'Category2')",殴られた,休む,0.3876645863056183
"('Category1', 'Category2')",謝った,歌う,0.38837534189224243
"('Category1', 'Category2')",泣いた,降りる,0.3886920213699341
"('Category1', 'Category2')",引っかいた,話す,0.3887377977371216
"('Category1', 'Category2')",ぶつけられた,歌う,0.3901532292366028
"('Category1', 'Category2')",刺された,歩く,0.39022597670555115
"('Category1', 'Category2')",刺された,料理する,0.3903281092643738
"('Category1', 'Category2')",押された,食べる,0.39035627245903015
"('Category1', 'Category2')",泣いた,走る,0.39045387506484985
"('Category1', 'Category2')",泣いた,遊ぶ,0.3905966877937317
"('Category1', 'Category2')",落とされた,話す,0.3913774788379669
"('Category1', 'Category2')",殴られた,登る,0.3916005492210388
"('Category1', 'Category2')",ぶつけられた,散歩する,0.3920503258705139
"('Category1', 'Category2')",転んだ,登る,0.39224621653556824
"('Category1', 'Category2')",笑った,散歩する,0.3926841616630554
"('Category1', 'Category2')",笑った,泳ぐ,0.39272022247314453
"('Category1', 'Category2')",驚いた,飲む,0.39293715357780457
"('Category1', 'Category2')",怒った,飲む,0.39431989192962646
"('Category1', 'Category2')",ぶつけられた,勉強する,0.39529362320899963
"('Category1', 'Category2')",ぶつかった,歩く,0.3955181837081909
"('Category1', 'Category2')",蹴られた,飛ぶ,0.3966887593269348
"('Category1', 'Category2')",落とされた,食べる,0.3968460261821747
"('Category1', 'Category2')",噛まれた,料理する,0.39718034863471985
"('Category1', 'Category2')",落とされた,歌う,0.3976164758205414
"('Category1', 'Category2')",笑った,走る,0.39804232120513916
"('Category1', 'Category2')",叫んだ,飲む,0.39855438470840454
"('Category1', 'Category2')",斬られた,走る,0.39877089858055115
"('Category1', 'Category2')",殴られた,話す,0.399034321308136
"('Category1', 'Category2')",突き飛ばされた,散歩する,0.39910948276519775
"('Category1', 'Category2')",謝った,歩く,0.4006047546863556
"('Category1', 'Category2')",斬られた,食べる,0.4009358882904053
"('Category1', 'Category2')",怒った,歩く,0.4013669192790985
"('Category1', 'Category2')",刺された,食べる,0.4021018445491791
"('Category1', 'Category2')",落とされた,休む,0.4031274914741516
"('Category1', 'Category2')",押された,飲む,0.4032878279685974
"('Category1', 'Category2')",叫んだ,食べる,0.40335264801979065
"('Category1', 'Category2')",斬られた,遊ぶ,0.4036676585674286
"('Category1', 'Category2')",蹴られた,休む,0.40500450134277344
"('Category1', 'Category2')",斬られた,跳ねる,0.4052962362766266
"('Category1', 'Category2')",ぶつけられた,話す,0.4055542051792145
"('Category1', 'Category2')",謝った,跳ねる,0.4065876007080078
"('Category1', 'Category2')",泣いた,食べる,0.4068942368030548
"('Category1', 'Category2')",ぶつかった,休む,0.40730446577072144
"('Category1', 'Category2')",押された,歩く,0.40746110677719116
"('Category1', 'Category2')",謝った,走る,0.40762898325920105
"('Category1', 'Category2')",斬られた,料理する,0.40812021493911743
"('Category1', 'Category2')",ぶつかった,話す,0.4082627296447754
"('Category1', 'Category2')",落とされた,走る,0.4083794951438904
"('Category1', 'Category2')",泣いた,飲む,0.4090184271335602
"('Category1', 'Category2')",叫んだ,歩く,0.4097285270690918
"('Category1', 'Category2')",怒った,歌う,0.4100465178489685
"('Category1', 'Category2')",打撲した,飛ぶ,0.4110495150089264
"('Category1', 'Category2')",刺された,遊ぶ,0.41381025314331055
"('Category1', 'Category2')",謝った,食べる,0.4148062467575073
"('Category1', 'Category2')",殴られた,走る,0.41530081629753113
"('Category1', 'Category2')",謝った,掃除する,0.4156833589076996
"('Category1', 'Category2')",叫んだ,休む,0.4158710241317749
"('Category1', 'Category2')",叫んだ,降りる,0.416303813457489
"('Category1', 'Category2')",押された,掃除する,0.4163822531700134
"('Category1', 'Category2')",ぶつかった,登る,0.41651007533073425
"('Category1', 'Category2')",引っかいた,食べる,0.41711392998695374
"('Category1', 'Category2')",刺された,掃除する,0.4178580939769745
"('Category1', 'Category2')",斬られた,登る,0.41810494661331177
"('Category1', 'Category2')",泣いた,転がる,0.41846519708633423
"('Category1', 'Category2')",斬られた,追いかける,0.4184974133968353
"('Category1', 'Category2')",引っかいた,休む,0.418870210647583
"('Category1', 'Category2')",押された,話す,0.41891157627105713
"('Category1', 'Category2')",笑った,歩く,0.4194808602333069
"('Category1', 'Category2')",落とされた,散歩する,0.4207322299480438
"('Category1', 'Category2')",泣いた,逃げる,0.421114444732666
"('Category1', 'Category2')",噛まれた,掃除する,0.4213710427284241
"('Category1', 'Category2')",引っかいた,歩く,0.422240674495697
"('Category1', 'Category2')",ぶつけられた,休む,0.4223966598510742
"('Category1', 'Category2')",落とされた,遊ぶ,0.4228251278400421
"('Category1', 'Category2')",怒った,飛ぶ,0.42338016629219055
"('Category1', 'Category2')",笑った,追いかける,0.4234950542449951
"('Category1', 'Category2')",刺された,逃げる,0.423542320728302
"('Category1', 'Category2')",蹴られた,歩く,0.4236356317996979
"('Category1', 'Category2')",引っかいた,走る,0.4242428243160248
"('Category1', 'Category2')",噛まれた,転がる,0.4246138036251068
"('Category1', 'Category2')",泣いた,追いかける,0.42519235610961914
"('Category1', 'Category2')",寝た,飲む,0.4253758490085602
"('Category1', 'Category2')",笑った,降りる,0.4266435205936432
"('Category1', 'Category2')",押された,登る,0.4275854229927063
"('Category1', 'Category2')",驚いた,歩く,0.4285792112350464
"('Category1', 'Category2')",怒った,食べる,0.4287848472595215
"('Category1', 'Category2')",殴られた,逃げる,0.4299611449241638
"('Category1', 'Category2')",驚いた,歌う,0.4303765296936035
"('Category1', 'Category2')",叫んだ,勉強する,0.43111857771873474
"('Category1', 'Category2')",泣いた,話す,0.43124884366989136
"('Category1', 'Category2')",引っかいた,飛ぶ,0.4316592216491699
"('Category1', 'Category2')",押された,歌う,0.4318196773529053
"('Category1', 'Category2')",驚いた,話す,0.43198734521865845
"('Category1', 'Category2')",打撲した,降りる,0.43261080980300903
"('Category1', 'Category2')",刺された,飛ぶ,0.43435239791870117
"('Category1', 'Category2')",殴られた,追いかける,0.43446704745292664
"('Category1', 'Category2')",驚いた,食べる,0.43627992272377014
"('Category1', 'Category2')",ぶつけられた,歩く,0.4365232586860657
"('Category1', 'Category2')",ぶつけられた,登る,0.43697044253349304
"('Category1', 'Category2')",落とされた,歩く,0.43714144825935364
"('Category1', 'Category2')",刺された,休む,0.4371891915798187
"('Category1', 'Category2')",転んだ,追いかける,0.4381510019302368
"('Category1', 'Category2')",押された,走る,0.43823498487472534
"('Category1', 'Category2')",謝った,飲む,0.43857261538505554
"('Category1', 'Category2')",打撲した,追いかける,0.4397733211517334
"('Category1', 'Category2')",押された,降りる,0.43985939025878906
"('Category1', 'Category2')",突き飛ばされた,飛ぶ,0.4416515827178955
"('Category1', 'Category2')",突き飛ばされた,歩く,0.44220060110092163
"('Category1', 'Category2')",噛まれた,逃げる,0.44231945276260376
"('Category1', 'Category2')",噛まれた,走る,0.44269824028015137
"('Category1', 'Category2')",驚いた,飛ぶ,0.4428213834762573
"('Category1', 'Category2')",刺された,走る,0.44372832775115967
"('Category1', 'Category2')",謝った,遊ぶ,0.4438183605670929
"('Category1', 'Category2')",押された,逃げる,0.44440340995788574
"('Category1', 'Category2')",突き飛ばされた,走る,0.44461026787757874
"('Category1', 'Category2')",ぶつかった,飛ぶ,0.4449751079082489
"('Category1', 'Category2')",打撲した,逃げる,0.4456762671470642
"('Category1', 'Category2')",転んだ,歩く,0.4465705156326294
"('Category1', 'Category2')",打撲した,走る,0.4474368691444397
"('Category1', 'Category2')",叫んだ,飛ぶ,0.447640985250473
"('Category1', 'Category2')",刺された,登る,0.4487515091896057
"('Category1', 'Category2')",驚いた,勉強する,0.45072460174560547
"('Category1', 'Category2')",押された,跳ねる,0.4509774446487427
"('Category1', 'Category2')",泣いた,休む,0.4510292708873749
"('Category1', 'Category2')",引っかいた,逃げる,0.45106929540634155
"('Category1', 'Category2')",押された,休む,0.4514957070350647
"('Category1', 'Category2')",押された,遊ぶ,0.4528129994869232
"('Category1', 'Category2')",突き飛ばされた,登る,0.45288997888565063
"('Category1', 'Category2')",ぶつかった,遊ぶ,0.4545666575431824
"('Category1', 'Category2')",ぶつけられた,食べる,0.4567546248435974
"('Category1', 'Category2')",刺された,転がる,0.4568389654159546
"('Category1', 'Category2')",叫んだ,遊ぶ,0.45686495304107666
"('Category1', 'Category2')",怒った,降りる,0.45801079273223877
"('Category1', 'Category2')",斬られた,逃げる,0.45836636424064636
"('Category1', 'Category2')",打撲した,遊ぶ,0.4608094096183777
"('Category1', 'Category2')",突き飛ばされた,遊ぶ,0.4612389802932739
"('Category1', 'Category2')",蹴られた,遊ぶ,0.4613634943962097
"('Category1', 'Category2')",謝った,逃げる,0.46222758293151855
"('Category1', 'Category2')",刺された,追いかける,0.4624974727630615
"('Category1', 'Category2')",蹴られた,降りる,0.4657001495361328
"('Category1', 'Category2')",斬られた,転がる,0.4660440981388092
"('Category1', 'Category2')",叫んだ,走る,0.46690887212753296
"('Category1', 'Category2')",笑った,飛ぶ,0.46774667501449585
"('Category1', 'Category2')",転んだ,走る,0.4678708612918854
"('Category1', 'Category2')",殴られた,遊ぶ,0.4705688953399658
"('Category1', 'Category2')",笑った,転がる,0.4728235602378845
"('Category1', 'Category2')",噛まれた,食べる,0.4732995927333832
"('Category1', 'Category2')",怒った,勉強する,0.4737347364425659
"('Category1', 'Category2')",落とされた,追いかける,0.47471243143081665
"('Category1', 'Category2')",転んだ,飛ぶ,0.4750746488571167
"('Category1', 'Category2')",叫んだ,追いかける,0.47686174511909485
"('Category1', 'Category2')",謝った,追いかける,0.4777623116970062
"('Category1', 'Category2')",ぶつかった,降りる,0.4778188467025757
"('Category1', 'Category2')",蹴られた,追いかける,0.47904491424560547
"('Category1', 'Category2')",殴られた,跳ねる,0.4792053699493408
"('Category1', 'Category2')",怒った,走る,0.4800500273704529
"('Category1', 'Category2')",転んだ,遊ぶ,0.4802549481391907
"('Category1', 'Category2')",謝った,降りる,0.48098453879356384
"('Category1', 'Category2')",驚いた,降りる,0.4822918772697449
"('Category1', 'Category2')",謝った,勉強する,0.4825970232486725
"('Category1', 'Category2')",引っかいた,掃除する,0.4830568730831146
"('Category1', 'Category2')",叫んだ,転がる,0.4834800362586975
"('Category1', 'Category2')",落とされた,登る,0.4838038980960846
"('Category1', 'Category2')",ぶつけられた,飛ぶ,0.4842521548271179
"('Category1', 'Category2')",蹴られた,走る,0.48445767164230347
"('Category1', 'Category2')",笑った,跳ねる,0.4866139888763428
"('Category1', 'Category2')",驚いた,休む,0.48662784695625305
"('Category1', 'Category2')",怒った,休む,0.48682576417922974
"('Category1', 'Category2')",謝った,転がる,0.48682641983032227
"('Category1', 'Category2')",笑った,休む,0.4871130585670471
"('Category1', 'Category2')",殴られた,転がる,0.48944637179374695
"('Category1', 'Category2')",打撲した,跳ねる,0.4894697964191437
"('Category1', 'Category2')",叫んだ,逃げる,0.491349995136261
"('Category1', 'Category2')",怒った,話す,0.4930571913719177
"('Category1', 'Category2')",叫んだ,跳ねる,0.49321258068084717
"('Category1', 'Category2')",引っかいた,遊ぶ,0.4932433068752289
"('Category1', 'Category2')",驚いた,走る,0.4933857023715973
"('Category1', 'Category2')",笑った,飲む,0.493587464094162
"('Category1', 'Category2')",落とされた,逃げる,0.4966419041156769
"('Category1', 'Category2')",笑った,話す,0.4966430962085724
"('Category1', 'Category2')",突き飛ばされた,追いかける,0.4981013238430023
"('Category1', 'Category2')",驚いた,遊ぶ,0.4983079433441162
"('Category1', 'Category2')",ぶつかった,走る,0.4991338849067688
"('Category1', 'Category2')",噛まれた,追いかける,0.4996402859687805
"('Category1', 'Category2')",引っかいた,転がる,0.5032334327697754
"('Category1', 'Category2')",転んだ,休む,0.5064817070960999
"('Category1', 'Category2')",謝った,休む,0.5070369839668274
"('Category1', 'Category2')",笑った,食べる,0.5078082084655762
"('Category1', 'Category2')",押された,追いかける,0.5086668729782104
"('Category1', 'Category2')",突き飛ばされた,逃げる,0.5102436542510986
"('Category1', 'Category2')",怒った,逃げる,0.5114799737930298
"('Category1', 'Category2')",突き飛ばされた,降りる,0.512503981590271
"('Category1', 'Category2')",打撲した,休む,0.5129373073577881
"('Category1', 'Category2')",ぶつけられた,走る,0.5135942101478577
"('Category1', 'Category2')",笑った,遊ぶ,0.514491081237793
"('Category1', 'Category2')",打撲した,転がる,0.5198183059692383
"('Category1', 'Category2')",驚いた,跳ねる,0.5199754238128662
"('Category1', 'Category2')",転んだ,逃げる,0.5231710076332092
"('Category1', 'Category2')",ぶつかった,逃げる,0.524002730846405
"('Category1', 'Category2')",落とされた,跳ねる,0.532243013381958
"('Category1', 'Category2')",押された,転がる,0.5371125936508179
"('Category1', 'Category2')",ぶつけられた,逃げる,0.537859320640564
"('Category1', 'Category2')",笑った,歌う,0.5401712656021118
"('Category1', 'Category2')",驚いた,転がる,0.5459467172622681
"('Category1', 'Category2')",謝った,話す,0.5469897985458374
"('Category1', 'Category2')",引っかいた,追いかける,0.5477284789085388
"('Category1', 'Category2')",怒った,転がる,0.548633873462677
"('Category1', 'Category2')",怒った,追いかける,0.5564870238304138
"('Category1', 'Category2')",ぶつけられた,追いかける,0.5633090138435364
"('Category1', 'Category2')",蹴られた,跳ねる,0.5696369409561157
"('Category1', 'Category2')",泣いた,歌う,0.5725920796394348
"('Category1', 'Category2')",驚いた,追いかける,0.5731122493743896
"('Category1', 'Category2')",蹴られた,転がる,0.5755372643470764
"('Category1', 'Category2')",落とされた,転がる,0.5803450345993042
"('Category1', 'Category2')",驚いた,逃げる,0.5821745991706848
"('Category1', 'Category2')",転んだ,降りる,0.582179069519043
"('Category1', 'Category2')",ぶつかった,追いかける,0.5895373225212097
"('Category1', 'Category2')",ぶつかった,転がる,0.5909594297409058
"('Category1', 'Category2')",叫んだ,話す,0.5956853032112122
"('Category1', 'Category2')",突き飛ばされた,跳ねる,0.5968937873840332
"('Category1', 'Category2')",叫んだ,歌う,0.6013934016227722
"('Category1', 'Category2')",ぶつけられた,跳ねる,0.6016097068786621
"('Category1', 'Category2')",突き飛ばされた,転がる,0.6071180701255798
"('Category1', 'Category2')",転んだ,跳ねる,0.6199186444282532
"('Category1', 'Category2')",寝た,休む,0.6204498410224915
"('Category1', 'Category2')",落とされた,降りる,0.6546406149864197
"('Category1', 'Category2')",ぶつけられた,転がる,0.6824791431427002
"('Category1', 'Category2')",転んだ,転がる,0.7341415882110596
